message_id,consult_order_id,sender_id,sender_role,recipient_provider_id,message_sent_timestamp,message_read_timestamp,channel,message_outcome
MSG-0000357,CONS-0000123,RN-00045,Registered Nurse,DOC-0067,2024-09-20 04:45:35,2024-09-20 04:47:56,Vocera Badge Call,Read & Acknowledged
MSG-0000358,CONS-0000123,RN-00045,Registered Nurse,DOC-0067,2024-09-20 05:04:35,2024-09-20 05:35:24,Phone Call to Office,Answered Live
MSG-0000359,CONS-0000124,RN-00281,Registered Nurse,DOC-0059,2024-09-19 09:31:57,2024-09-19 09:42:38,Secure App Chat,Read & Acknowledged
MSG-0000360,CONS-0000124,RN-00281,Registered Nurse,DOC-0059,2024-09-19 09:48:57,2024-09-19 10:13:53,Legacy Pager,Read & Acknowledged
MSG-0000361,CONS-0000125,RN-00246,Registered Nurse,DOC-0029,2025-04-08 22:44:57,2025-04-09 00:01:05,Phone Call to Office,Read & Acknowledged
MSG-0000362,CONS-0000125,RN-00246,Registered Nurse,DOC-0029,2025-04-08 23:11:57,2025-04-09 00:05:55,Legacy Pager,Read & Acknowledged
MSG-0000363,CONS-0000125,RN-00246,Registered Nurse,DOC-0029,2025-04-08 23:41:57,2025-04-09 00:22:57,Legacy Pager,Read & Acknowledged
MSG-0000364,CONS-0000125,RN-00246,Registered Nurse,DOC-0029,2025-04-09 00:32:57,,Legacy Pager,Unread
MSG-0000365,CONS-0000125,RN-00246,Registered Nurse,DOC-0029,2025-04-09 01:08:57,2025-04-09 01:41:39,Phone Call to Office,Read & Acknowledged
MSG-0000366,CONS-0000126,RN-00188,Registered Nurse,DOC-0094,2025-04-03 17:06:24,2025-04-03 17:51:56,Phone Call to Office,Read & Acknowledged
MSG-0000367,CONS-0000126,RN-00188,Registered Nurse,DOC-0094,2025-04-03 17:50:24,,Vocera Badge Call,Unread
MSG-0000368,CONS-0000126,RN-00188,Registered Nurse,DOC-0094,2025-04-03 18:22:24,2025-04-03 18:29:21,Secure App Chat,Read - No Response
MSG-0000369,CONS-0000127,RN-00168,Registered Nurse,DOC-0094,2025-04-08 14:04:06,2025-04-08 14:23:41,Legacy Pager,Read & Acknowledged
MSG-0000370,CONS-0000128,RN-00224,Unit Clerk,DOC-0046,2025-04-08 17:46:57,2025-04-08 17:52:15,Secure App Chat,Read & Acknowledged
MSG-0000371,CONS-0000128,RN-00224,Unit Clerk,DOC-0046,2025-04-08 18:26:57,2025-04-08 18:58:00,Legacy Pager,Read & Acknowledged
MSG-0000372,CONS-0000129,RN-00107,Registered Nurse,DOC-0076,2025-04-04 07:47:50,2025-04-04 07:49:39,Vocera Badge Call,Answered Live
MSG-0000373,CONS-0000130,RN-00204,Registered Nurse,DOC-0098,2025-04-05 08:28:35,,Vocera Badge Call,Unread
MSG-0000374,CONS-0000131,RN-00057,Registered Nurse,DOC-0065,2025-04-06 08:11:14,2025-04-06 08:26:49,Legacy Pager,Left Voicemail
MSG-0000375,CONS-0000131,RN-00057,Registered Nurse,DOC-0065,2025-04-06 08:28:14,2025-04-06 08:35:51,Secure App Chat,Read - No Response
MSG-0000376,CONS-0000132,RN-00265,Registered Nurse,DOC-0068,2025-04-03 05:26:50,2025-04-03 05:37:33,Legacy Pager,Read & Acknowledged
MSG-0000377,CONS-0000132,RN-00265,Registered Nurse,DOC-0068,2025-04-03 05:41:50,2025-04-03 06:21:07,Legacy Pager,Read - No Response
MSG-0000378,CONS-0000133,RN-00151,Registered Nurse,DOC-0045,2024-09-18 20:02:15,2024-09-18 20:32:06,Legacy Pager,Read - No Response
MSG-0000379,CONS-0000134,RN-00121,Registered Nurse,DOC-0088,2024-09-18 01:30:53,2024-09-18 01:36:48,Secure App Chat,Read & Acknowledged
MSG-0000380,CONS-0000134,RN-00121,Registered Nurse,DOC-0088,2024-09-18 02:01:53,,Legacy Pager,Unread
MSG-0000381,CONS-0000135,RN-00269,Registered Nurse,DOC-0089,2024-09-20 03:11:52,,Legacy Pager,Unread
MSG-0000382,CONS-0000135,RN-00269,Registered Nurse,DOC-0089,2024-09-20 03:43:52,,Legacy Pager,Unread
MSG-0000383,CONS-0000135,RN-00269,Registered Nurse,DOC-0089,2024-09-20 04:29:52,2024-09-20 04:37:17,Secure App Chat,Answered Live
MSG-0000384,CONS-0000135,RN-00269,Registered Nurse,DOC-0089,2024-09-20 04:59:52,2024-09-20 05:01:13,Vocera Badge Call,Answered Live
MSG-0000385,CONS-0000136,RN-00208,Registered Nurse,DOC-0042,2025-07-12 17:17:54,2025-07-12 17:26:41,Legacy Pager,Answered Live
MSG-0000386,CONS-0000136,RN-00208,Registered Nurse,DOC-0042,2025-07-12 18:02:54,2025-07-12 18:04:46,Vocera Badge Call,Answered Live
MSG-0000387,CONS-0000136,RN-00208,Registered Nurse,DOC-0042,2025-07-12 18:35:54,,Legacy Pager,Unread
MSG-0000388,CONS-0000136,RN-00208,Registered Nurse,DOC-0042,2025-07-12 19:25:54,2025-07-12 19:40:57,Secure App Chat,Read & Acknowledged
MSG-0000389,CONS-0000137,RN-00284,Registered Nurse,DOC-0003,2025-07-12 23:02:48,2025-07-12 23:08:12,Vocera Badge Call,Read & Acknowledged
MSG-0000390,CONS-0000138,RN-00183,Registered Nurse,DOC-0037,2025-07-12 17:30:00,2025-07-12 18:01:07,Phone Call to Office,Read - No Response
MSG-0000391,CONS-0000138,RN-00183,Registered Nurse,DOC-0037,2025-07-12 18:18:00,2025-07-12 18:29:25,Legacy Pager,Read - No Response
MSG-0000392,CONS-0000139,RN-00143,Registered Nurse,DOC-0063,2025-07-12 21:38:32,2025-07-12 21:57:06,Legacy Pager,Read - No Response
MSG-0000393,CONS-0000139,RN-00143,Registered Nurse,DOC-0063,2025-07-12 22:36:32,2025-07-12 23:10:59,Legacy Pager,Answered Live
MSG-0000394,CONS-0000139,RN-00143,Registered Nurse,DOC-0063,2025-07-12 23:31:32,2025-07-12 23:50:59,Legacy Pager,Left Voicemail
MSG-0000395,CONS-0000139,RN-00143,Registered Nurse,DOC-0063,2025-07-12 23:53:32,2025-07-12 23:56:56,Legacy Pager,Read & Acknowledged
MSG-0000396,CONS-0000140,RN-00032,Registered Nurse,DOC-0043,2025-07-12 19:07:38,2025-07-12 19:56:28,Legacy Pager,Read & Acknowledged
MSG-0000397,CONS-0000140,RN-00032,Registered Nurse,DOC-0043,2025-07-12 19:54:38,2025-07-12 20:19:27,Phone Call to Office,Read & Acknowledged
MSG-0000398,CONS-0000140,RN-00032,Registered Nurse,DOC-0043,2025-07-12 20:45:38,2025-07-12 20:51:27,Secure App Chat,Read & Acknowledged
MSG-0000399,CONS-0000141,RN-00023,Registered Nurse,DOC-0046,2025-07-12 19:03:31,2025-07-12 19:06:11,Vocera Badge Call,Answered Live
MSG-0000400,CONS-0000141,RN-00023,Registered Nurse,DOC-0046,2025-07-12 19:19:31,2025-07-12 19:27:37,Secure App Chat,Read - No Response
MSG-0000401,CONS-0000141,RN-00023,Registered Nurse,DOC-0046,2025-07-12 20:12:31,2025-07-12 20:16:09,Secure App Chat,Read & Acknowledged
MSG-0000402,CONS-0000141,RN-00023,Registered Nurse,DOC-0046,2025-07-12 21:03:31,2025-07-12 21:09:05,Secure App Chat,Read & Acknowledged
MSG-0000403,CONS-0000141,RN-00023,Registered Nurse,DOC-0046,2025-07-12 21:34:31,2025-07-12 21:46:29,Secure App Chat,Read & Acknowledged
MSG-0000404,CONS-0000141,RN-00023,Registered Nurse,DOC-0046,2025-07-12 22:24:31,2025-07-12 22:26:58,Secure App Chat,Read & Acknowledged
MSG-0000405,CONS-0000141,RN-00023,Registered Nurse,DOC-0046,2025-07-12 22:53:31,2025-07-12 22:59:00,Secure App Chat,Read & Acknowledged
MSG-0000406,CONS-0000141,RN-00023,Registered Nurse,DOC-0046,2025-07-12 23:42:31,,Legacy Pager,Unread
MSG-0000407,CONS-0000142,RN-00144,Registered Nurse,DOC-0023,2025-10-08 10:21:14,2025-10-08 11:22:21,Phone Call to Office,Answered Live
MSG-0000408,CONS-0000142,RN-00144,Registered Nurse,DOC-0023,2025-10-08 10:40:14,2025-10-08 11:23:20,Legacy Pager,Read & Acknowledged
MSG-0000409,CONS-0000143,RN-00276,Registered Nurse,DOC-0095,2025-10-07 23:08:27,2025-10-07 23:17:22,Secure App Chat,Read & Acknowledged
MSG-0000410,CONS-0000144,RN-00029,Registered Nurse,DOC-0020,2025-10-09 02:56:43,2025-10-09 03:12:13,Legacy Pager,Read & Acknowledged
MSG-0000411,CONS-0000144,RN-00029,Registered Nurse,DOC-0020,2025-10-09 03:21:43,2025-10-09 03:25:15,Secure App Chat,Read & Acknowledged
MSG-0000412,CONS-0000145,RN-00013,Registered Nurse,DOC-0075,2025-10-08 02:04:35,,Secure App Chat,Unread
MSG-0000413,CONS-0000145,RN-00013,Registered Nurse,DOC-0075,2025-10-08 02:26:35,2025-10-08 03:00:22,Phone Call to Office,Read & Acknowledged
MSG-0000414,CONS-0000145,RN-00013,Registered Nurse,DOC-0075,2025-10-08 03:24:35,2025-10-08 03:27:35,Legacy Pager,Read - No Response
MSG-0000415,CONS-0000145,RN-00013,Registered Nurse,DOC-0075,2025-10-08 03:54:35,2025-10-08 04:17:17,Legacy Pager,Left Voicemail
MSG-0000416,CONS-0000145,RN-00013,Registered Nurse,DOC-0075,2025-10-08 04:38:35,2025-10-08 04:39:05,Legacy Pager,Read - No Response
MSG-0000417,CONS-0000145,RN-00013,Registered Nurse,DOC-0075,2025-10-08 05:33:35,2025-10-08 05:45:16,Secure App Chat,Read & Acknowledged
MSG-0000418,CONS-0000145,RN-00013,Registered Nurse,DOC-0075,2025-10-08 06:16:35,2025-10-08 06:33:29,Phone Call to Office,Read - No Response
MSG-0000419,CONS-0000146,RN-00214,Registered Nurse,DOC-0047,2025-10-09 12:12:32,2025-10-09 12:13:02,Secure App Chat,Read & Acknowledged
MSG-0000420,CONS-0000147,RN-00044,Registered Nurse,DOC-0050,2025-10-07 23:20:29,2025-10-07 23:34:27,Secure App Chat,Read & Acknowledged
MSG-0000421,CONS-0000148,RN-00021,Unit Clerk,DOC-0091,2025-06-13 07:47:32,2025-06-13 07:55:03,Secure App Chat,Read & Acknowledged
MSG-0000422,CONS-0000148,RN-00021,Unit Clerk,DOC-0091,2025-06-13 08:32:32,2025-06-13 08:36:15,Secure App Chat,Read & Acknowledged
MSG-0000423,CONS-0000148,RN-00021,Unit Clerk,DOC-0091,2025-06-13 09:29:32,2025-06-13 09:33:41,Vocera Badge Call,Answered Live
MSG-0000424,CONS-0000149,RN-00252,Registered Nurse,DOC-0081,2025-06-12 20:51:06,2025-06-12 21:43:05,Legacy Pager,Read - No Response
MSG-0000425,CONS-0000149,RN-00252,Registered Nurse,DOC-0081,2025-06-12 21:17:06,2025-06-12 21:23:48,Secure App Chat,Read - No Response
MSG-0000426,CONS-0000149,RN-00252,Registered Nurse,DOC-0081,2025-06-12 22:07:06,2025-06-12 22:15:57,Secure App Chat,Read & Acknowledged
MSG-0000427,CONS-0000150,RN-00227,Registered Nurse,DOC-0056,2025-06-13 20:21:25,2025-06-13 20:24:38,Vocera Badge Call,Answered Live
MSG-0000428,CONS-0000150,RN-00227,Registered Nurse,DOC-0056,2025-06-13 20:50:25,2025-06-13 20:56:27,Vocera Badge Call,Read & Acknowledged
MSG-0000429,CONS-0000150,RN-00227,Registered Nurse,DOC-0056,2025-06-13 21:24:25,2025-06-13 21:28:27,Vocera Badge Call,Answered Live
MSG-0000430,CONS-0000150,RN-00227,Registered Nurse,DOC-0056,2025-06-13 22:05:25,2025-06-13 22:18:28,Secure App Chat,Read & Acknowledged
MSG-0000431,CONS-0000150,RN-00227,Registered Nurse,DOC-0056,2025-06-13 22:54:25,2025-06-13 23:05:40,Secure App Chat,Read - No Response
MSG-0000432,CONS-0000151,RN-00180,Registered Nurse,DOC-0008,2025-06-13 02:53:56,2025-06-13 03:02:18,Secure App Chat,Answered Live
MSG-0000433,CONS-0000152,RN-00212,Registered Nurse,DOC-0089,2025-06-04 22:45:25,2025-06-04 23:09:22,Legacy Pager,Answered Live
MSG-0000434,CONS-0000152,RN-00212,Registered Nurse,DOC-0089,2025-06-04 23:37:25,2025-06-04 23:39:21,Secure App Chat,Read - No Response
MSG-0000435,CONS-0000152,RN-00212,Registered Nurse,DOC-0089,2025-06-05 00:05:25,2025-06-05 00:30:06,Phone Call to Office,Read & Acknowledged
MSG-0000436,CONS-0000152,RN-00212,Registered Nurse,DOC-0089,2025-06-05 00:56:25,2025-06-05 00:57:36,Vocera Badge Call,Answered Live
MSG-0000437,CONS-0000152,RN-00212,Registered Nurse,DOC-0089,2025-06-05 01:33:25,2025-06-05 01:35:42,Vocera Badge Call,Answered Live
MSG-0000438,CONS-0000152,RN-00212,Registered Nurse,DOC-0089,2025-06-05 02:21:25,2025-06-05 02:47:54,Legacy Pager,Left Voicemail
MSG-0000439,CONS-0000152,RN-00212,Registered Nurse,DOC-0089,2025-06-05 02:44:25,2025-06-05 03:07:47,Legacy Pager,Read - No Response
MSG-0000440,CONS-0000152,RN-00212,Registered Nurse,DOC-0089,2025-06-05 03:36:25,2025-06-05 04:20:44,Phone Call to Office,Left Voicemail
MSG-0000441,CONS-0000153,RN-00290,Registered Nurse,DOC-0060,2025-06-04 16:10:02,2025-06-04 16:13:47,Vocera Badge Call,Read & Acknowledged
MSG-0000442,CONS-0000154,RN-00047,Registered Nurse,DOC-0047,2024-09-16 14:13:28,2024-09-16 15:03:59,Phone Call to Office,Left Voicemail
MSG-0000443,CONS-0000154,RN-00047,Registered Nurse,DOC-0047,2024-09-16 14:39:28,2024-09-16 14:49:32,Secure App Chat,Read & Acknowledged
MSG-0000444,CONS-0000154,RN-00047,Registered Nurse,DOC-0047,2024-09-16 15:24:28,2024-09-16 15:41:17,Legacy Pager,Read & Acknowledged
MSG-0000445,CONS-0000155,RN-00132,Registered Nurse,DOC-0006,2024-09-16 20:52:43,2024-09-16 21:25:23,Legacy Pager,Read - No Response
MSG-0000446,CONS-0000155,RN-00132,Registered Nurse,DOC-0006,2024-09-16 21:28:43,2024-09-16 21:33:11,Vocera Badge Call,Read & Acknowledged
MSG-0000447,CONS-0000156,RN-00278,Registered Nurse,DOC-0050,2024-09-11 19:19:13,2024-09-11 19:30:45,Secure App Chat,Read & Acknowledged
MSG-0000448,CONS-0000156,RN-00278,Registered Nurse,DOC-0050,2024-09-11 19:49:13,2024-09-11 21:00:42,Phone Call to Office,Read - No Response
MSG-0000449,CONS-0000156,RN-00278,Registered Nurse,DOC-0050,2024-09-11 20:15:13,2024-09-11 20:17:55,Vocera Badge Call,Answered Live
MSG-0000450,CONS-0000157,RN-00277,Registered Nurse,DOC-0073,2024-09-18 04:29:39,2024-09-18 04:31:47,Vocera Badge Call,Answered Live
MSG-0000451,CONS-0000158,RN-00237,Registered Nurse,DOC-0093,2025-08-15 09:55:22,2025-08-15 10:02:08,Vocera Badge Call,Read - No Response
MSG-0000452,CONS-0000158,RN-00237,Registered Nurse,DOC-0093,2025-08-15 10:25:22,2025-08-15 11:31:24,Phone Call to Office,Read & Acknowledged
MSG-0000453,CONS-0000158,RN-00237,Registered Nurse,DOC-0093,2025-08-15 10:44:22,2025-08-15 10:52:48,Secure App Chat,Answered Live
MSG-0000454,CONS-0000159,RN-00090,Unit Clerk,DOC-0033,2025-08-16 19:54:08,,Legacy Pager,Unread
MSG-0000455,CONS-0000160,RN-00003,Registered Nurse,DOC-0066,2025-08-20 11:14:47,2025-08-20 12:18:48,Phone Call to Office,Read & Acknowledged
MSG-0000456,CONS-0000161,RN-00087,Registered Nurse,DOC-0081,2025-08-18 12:44:08,2025-08-18 12:47:06,Secure App Chat,Read - No Response
MSG-0000457,CONS-0000162,RN-00098,Registered Nurse,DOC-0062,2025-06-21 06:42:21,2025-06-21 06:52:17,Secure App Chat,Read & Acknowledged
MSG-0000458,CONS-0000163,RN-00253,Registered Nurse,DOC-0063,2025-06-22 11:58:45,2025-06-22 12:12:15,Phone Call to Office,Read - No Response
MSG-0000459,CONS-0000163,RN-00253,Registered Nurse,DOC-0063,2025-06-22 12:27:45,2025-06-22 12:55:12,Legacy Pager,Answered Live
MSG-0000460,CONS-0000163,RN-00253,Registered Nurse,DOC-0063,2025-06-22 13:09:45,2025-06-22 13:39:24,Phone Call to Office,Read & Acknowledged
MSG-0000461,CONS-0000163,RN-00253,Registered Nurse,DOC-0063,2025-06-22 14:01:45,,Legacy Pager,Unread
MSG-0000462,CONS-0000163,RN-00253,Registered Nurse,DOC-0063,2025-06-22 14:46:45,2025-06-22 15:13:01,Legacy Pager,Read - No Response
MSG-0000463,CONS-0000163,RN-00253,Registered Nurse,DOC-0063,2025-06-22 15:40:45,,Phone Call to Office,Unread
MSG-0000464,CONS-0000163,RN-00253,Registered Nurse,DOC-0063,2025-06-22 16:15:45,,Legacy Pager,Unread
MSG-0000465,CONS-0000163,RN-00253,Registered Nurse,DOC-0063,2025-06-22 16:45:45,2025-06-22 16:47:41,Vocera Badge Call,Read & Acknowledged
MSG-0000466,CONS-0000164,RN-00022,Registered Nurse,DOC-0050,2025-06-22 12:25:57,2025-06-22 12:26:27,Secure App Chat,Read & Acknowledged
MSG-0000467,CONS-0000164,RN-00022,Registered Nurse,DOC-0050,2025-06-22 12:50:57,2025-06-22 12:57:05,Secure App Chat,Read & Acknowledged
MSG-0000468,CONS-0000165,RN-00296,Registered Nurse,DOC-0068,2025-06-22 05:49:03,2025-06-22 06:27:57,Legacy Pager,Read - No Response
MSG-0000469,CONS-0000166,RN-00096,Registered Nurse,DOC-0061,2025-06-21 10:30:59,2025-06-21 10:37:53,Secure App Chat,Answered Live
MSG-0000470,CONS-0000167,RN-00041,Unit Clerk,DOC-0060,2025-06-22 12:11:35,2025-06-22 12:43:29,Legacy Pager,Read - No Response
MSG-0000471,CONS-0000168,RN-00274,Registered Nurse,DOC-0088,2025-06-22 01:46:31,2025-06-22 01:51:14,Secure App Chat,Read & Acknowledged
MSG-0000472,CONS-0000168,RN-00274,Registered Nurse,DOC-0088,2025-06-22 02:37:31,2025-06-22 03:15:06,Legacy Pager,Read - No Response
MSG-0000473,CONS-0000169,RN-00067,Registered Nurse,DOC-0096,2025-06-21 13:59:21,2025-06-21 14:04:47,Secure App Chat,Read & Acknowledged
MSG-0000474,CONS-0000169,RN-00067,Registered Nurse,DOC-0096,2025-06-21 14:17:21,2025-06-21 14:18:24,Vocera Badge Call,Answered Live
MSG-0000475,CONS-0000170,RN-00297,Registered Nurse,DOC-0002,2025-06-21 16:22:54,2025-06-21 16:23:24,Secure App Chat,Read & Acknowledged
MSG-0000476,CONS-0000170,RN-00297,Registered Nurse,DOC-0002,2025-06-21 16:53:54,2025-06-21 16:54:24,Vocera Badge Call,Answered Live
MSG-0000477,CONS-0000170,RN-00297,Registered Nurse,DOC-0002,2025-06-21 17:30:54,2025-06-21 18:05:53,Legacy Pager,Read & Acknowledged
MSG-0000478,CONS-0000170,RN-00297,Registered Nurse,DOC-0002,2025-06-21 17:45:54,,Legacy Pager,Unread
MSG-0000479,CONS-0000171,RN-00266,Registered Nurse,DOC-0036,2024-12-25 03:37:55,2024-12-25 03:49:35,Secure App Chat,Read & Acknowledged
MSG-0000480,CONS-0000172,RN-00149,Unit Clerk,DOC-0069,2024-12-27 02:46:57,2024-12-27 02:54:13,Secure App Chat,Read & Acknowledged
MSG-0000481,CONS-0000172,RN-00149,Unit Clerk,DOC-0069,2024-12-27 03:36:57,,Legacy Pager,Unread
MSG-0000482,CONS-0000173,RN-00282,Registered Nurse,DOC-0067,2024-12-27 09:20:12,2024-12-27 09:34:05,Secure App Chat,Read & Acknowledged
MSG-0000483,CONS-0000173,RN-00282,Registered Nurse,DOC-0067,2024-12-27 10:05:12,2024-12-27 10:07:29,Vocera Badge Call,Answered Live
MSG-0000484,CONS-0000173,RN-00282,Registered Nurse,DOC-0067,2024-12-27 10:54:12,2024-12-27 11:01:24,Secure App Chat,Read - No Response
MSG-0000485,CONS-0000174,RN-00062,Registered Nurse,DOC-0019,2025-02-11 14:05:44,,Phone Call to Office,Unread
MSG-0000486,CONS-0000175,RN-00100,Registered Nurse,DOC-0023,2025-02-12 09:56:55,2025-02-12 10:08:46,Secure App Chat,Read & Acknowledged
MSG-0000487,CONS-0000175,RN-00100,Registered Nurse,DOC-0023,2025-02-12 10:51:55,2025-02-12 10:58:29,Secure App Chat,Read & Acknowledged
MSG-0000488,CONS-0000176,RN-00289,Registered Nurse,DOC-0073,2025-02-09 21:31:15,2025-02-09 21:46:36,Secure App Chat,Read - No Response
MSG-0000489,CONS-0000176,RN-00289,Registered Nurse,DOC-0073,2025-02-09 22:12:15,2025-02-09 22:25:12,Secure App Chat,Read & Acknowledged
MSG-0000490,CONS-0000177,RN-00057,Registered Nurse,DOC-0097,2025-02-10 14:05:54,2025-02-10 14:10:20,Vocera Badge Call,Read & Acknowledged
MSG-0000491,CONS-0000177,RN-00057,Registered Nurse,DOC-0097,2025-02-10 14:50:54,2025-02-10 15:02:19,Secure App Chat,Read & Acknowledged
MSG-0000492,CONS-0000178,RN-00177,Registered Nurse,DOC-0004,2025-02-10 03:31:06,2025-02-10 03:36:49,Vocera Badge Call,Answered Live
MSG-0000493,CONS-0000179,RN-00148,Registered Nurse,DOC-0085,2025-02-06 02:34:49,2025-02-06 03:13:46,Legacy Pager,Read - No Response
MSG-0000494,CONS-0000179,RN-00148,Registered Nurse,DOC-0085,2025-02-06 03:29:49,2025-02-06 03:34:48,Secure App Chat,Read & Acknowledged
MSG-0000495,CONS-0000179,RN-00148,Registered Nurse,DOC-0085,2025-02-06 03:44:49,2025-02-06 03:52:29,Vocera Badge Call,Answered Live
MSG-0000496,CONS-0000179,RN-00148,Registered Nurse,DOC-0085,2025-02-06 04:05:49,,Phone Call to Office,Unread
MSG-0000497,CONS-0000180,RN-00274,Registered Nurse,DOC-0099,2025-02-08 05:36:54,2025-02-08 06:12:46,Legacy Pager,Read & Acknowledged
MSG-0000498,CONS-0000180,RN-00274,Registered Nurse,DOC-0099,2025-02-08 06:23:54,2025-02-08 07:13:27,Phone Call to Office,Left Voicemail
MSG-0000499,CONS-0000180,RN-00274,Registered Nurse,DOC-0099,2025-02-08 07:01:54,2025-02-08 07:40:10,Legacy Pager,Left Voicemail
MSG-0000500,CONS-0000180,RN-00274,Registered Nurse,DOC-0099,2025-02-08 07:26:54,2025-02-08 07:34:14,Secure App Chat,Read - No Response
